"V1","casename","docket","circuit","cite","year","month","day","unpub","area","enbanc","femplaintiff","name","vote","child","girls","woman","birth","republican","songerID","sons","X","pname","id","pres","mona","yeara","monl","yearl","yearb","yeard","pleft","left","party","state","city","circuit.1","elevate","gender","race","name.1","appres","pleftsum","boom","crossa","crossl","mrespty","prespty","dummy","ids","religion","csb","ba","bast","bapp","ls","lsst","jdpp","graddeg1","graddeg2","graddeg3","pfedjdge","pfjdget","pssc","pslc","plocct","poutsjge","psjdget","pausa","pusa","psgo","psg","pago","paag","pag","pcc","psp","pspros","pmag","pbj","pcab","pcabdept","pscab","pscabdpt","pindreg1","preg1","pindreg2","preg2","pindreg3","preg3","pindreg4","preg4","pindreg5","preg5","phouse","psenate","pgov","pssenate","pshouse","pmayor","pccoun","pccom","pda","plother","plotherl","pgovt","plawprof","pprivate","prevpos","pmagis","pcomct","pdat","pada","pbank","pterr","pcustom","statecab","age","extra1","extra2","extra3","extra4","amon","ayear","X___l","X___j","X___char","pos1","pos1yrs","pos2","pos2yrs","pos3","pos3yrs","pos4","pos4yrs","pos5","pos5yrs","pos6","pos6yrs","pos7","pos7yrs","pos8","pos8yrs","pos9","pos9yrs","pos10","pos10yrs","pos11","pos11yrs","pos12","pos12yrs","pos13","pos13yrs","pos14","pos14yrs","pos15","pos15yrs","type","pred","recdatem","recdatey","reccon","extra5","assets","liable","aba","add1","abamin","seatno","success","seatno2","pseatno","lsuc","ls2","ls3","lp","lp2","lp3","ls1","count","seatno4","pseatno4","sseatno4","seatno3","pseatno3","sseatno3","lsuc2","pseatno2","sseatno2","sseatno","sids","tids","samon","sayear","tamon","tayear","year.1","dsen","rsen","dhouse","rhouse","dal","dak","daz","dar","dca","dco","dct","dde","dfl","dga","dhi","did","dil","din","dio","dks","dky","dla","dme","dmd","dma","dmi","dmn","dms","dmo","dmt","dne","dnv","dnh","dnj","dnm","dny","dnc","dnd","doh","dok","dor","dpa","dri","dsc","dsd","dtn","dtx","dut","dvt","dva","dwa","dwv","dwi","dwy","source1","source2","courtesy","appage","sseatno5","sseatno6","pname2","pname3","pname4","dcother","uporoutt","senmaj","senmin","yeari","yearc","congress","unity","e1","e2","e3","e4","e5","e6","congresi","unityi","hdem","hrep","sdem","srep","hother","sother","yearo","congreso","unityo","recess","networth","agego","service","ageon","capsnames","progressive.vote"
1647,"Holley v. Department of Veteran Affairs","98-5052","3","165 F.3d 244",1999,1,21,0,"employment","0",1,"Roth, Jane R.",3,2,1,1,1935,1,341,1,510,"Seitz, Collins J.",22270,23,6,1991,99,9999,1935,9999,99,9,0,8,880,3,22,2,1,"Roth, Jane R.",0,3,1,0,2,0,NA,1,341,2,3860,131,1,1,39,1,1,0,0,0,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,56,NA,NA,NA,NA,6,1991,NA,NA,"",1,6,31,20,181,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,13600,NA,NA,0,NA,2834000,52000,2,0,0,"03/05/03","0","","03/05/02","04/13/01","0","0","","09/11/02","","0",1,NA,NA,NA,NA,NA,NA,NA,NA,"","0",NA,NA,NA,NA,NA,NA,1991,56,44,268,167,2,0,1,2,1,1,2,1,1,2,2,0,2,0,1,0,1,2,1,2,2,2,1,0,0,1,2,2,0,2,1,1,1,2,2,1,1,0,1,1,1,2,1,0,1,1,1,2,1,0,13,14,1,56,NA,NA,NA,NA,NA,NA,1,57,43,1991,NA,"",NA,NA,NA,NA,NA,NA,NA,"102ND",1,267,165,56,44,1,0,9999,"",NA,0,2782000,8064,8008,56,"ROTH",1
1648,"Seitzinger v. Reading Hosp. & Med. Ctr.","97-1698","3","165 F.3d 236",1999,1,15,0,"employment","0",1,"Greenberg, Morton I.",3,3,2,0,1933,1,315,1,229,"Garth, Leonard I.",3855,22,3,1987,6,2000,1933,9999,92,3,0,30,3080,3,25,1,1,"Greenberg, Morton I.",0,NA,0,0,1,0,NA,1,315,5,3860,68,1,1,99,1,1,0,0,0,0,0,0,1,0,0,14,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,3,0,0,0,0,0,0,0,21,54,NA,NA,NA,NA,3,1987,NA,NA,"",3,11,4,3,123,2,31,11,127,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3390,NA,NA,0,NA,906437,44231,1,0,0,"03/07/04","0","","03/07/03","03/03/01","03/03/05","09/11/03","","03/03/03","09/11/01","03/03/02",1,NA,NA,NA,NA,NA,NA,NA,NA,"","03/07/05",NA,NA,NA,NA,NA,NA,1987,55,45,258,177,2,0,1,2,1,1,1,1,2,2,2,0,2,0,1,0,1,2,1,2,2,2,0,1,0,2,2,1,0,2,1,1,1,2,2,1,0,0,1,1,1,2,1,0,1,0,1,2,1,0,13,14,2,54,NA,NA,NA,NA,NA,NA,0,55,45,1987,2000,"106TH",1,211,223,45,55,1,NA,"100TH",1,258,177,55,45,0,0,2000,"106TH",1,0,862206,67,13,54,"GREENBERG",1
1649,"Durham Life Ins. Co. v. Evans","97-1683","3","166 F.3d 139",1999,1,15,0,"employment","0",1,"Weis, Joseph F.",3,3,2,0,1923,1,338,1,644,"Freedman, Abraham",19380,19,3,1973,4,1988,1923,9999,22,3,0,38,3870,3,19,1,1,"Weis, Joseph F.",0,0,1,0,0,0,NA,1,338,4,3870,29,0,1,70,0,0,0,0,0,1,3,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,50,NA,NA,NA,NA,3,1973,NA,NA,"",1,3,4,2,31,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3270,NA,NA,0,NA,NA,NA,1,0,0,"03/03/06","03/03/07","","03/03/05","06/03/07","08/03/08","02/05/03","06/03/06","08/03/06","02/05/01","06/03/08",1,NA,NA,NA,NA,NA,NA,NA,NA,"","03/03/07",NA,NA,NA,NA,NA,NA,1973,56,42,242,192,2,1,0,2,2,1,1,1,1,2,1,1,1,2,2,0,1,2,2,0,1,1,2,2,2,2,0,2,1,1,1,0,1,1,0,0,0,0,2,1,2,0,1,1,0,1,2,2,2,1,13,14,0,50,NA,NA,NA,NA,NA,NA,1,56,44,1973,1988,"100TH",1,258,177,55,45,NA,NA,"93RD",1,243,192,57,43,0,0,1988,"100TH",1,0,NA,65,15,50,"WEIS",1
1651,"Bonenberger v. Plymouth Twp.","97-1047","3","132 F.3d 20",1997,12,17,0,"employment","0",1,"Roth, Jane R.",2,2,1,1,1935,1,341,1,510,"Seitz, Collins J.",22270,23,6,1991,99,9999,1935,9999,99,9,0,8,880,3,22,2,1,"Roth, Jane R.",0,3,1,0,2,0,NA,1,341,2,3860,131,1,1,39,1,1,0,0,0,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,56,NA,NA,NA,NA,6,1991,NA,NA,"",1,6,31,20,181,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,13600,NA,NA,0,NA,2834000,52000,2,0,0,"03/05/03","0","","03/05/02","04/13/01","0","0","","09/11/02","","0",1,NA,NA,NA,NA,NA,NA,NA,NA,"","0",NA,NA,NA,NA,NA,NA,1991,56,44,268,167,2,0,1,2,1,1,2,1,1,2,2,0,2,0,1,0,1,2,1,2,2,2,1,0,0,1,2,2,0,2,1,1,1,2,2,1,1,0,1,1,1,2,1,0,1,1,1,2,1,0,13,14,1,56,NA,NA,NA,NA,NA,NA,1,57,43,1991,NA,"",NA,NA,NA,NA,NA,NA,NA,"102ND",1,267,165,56,44,1,0,9999,"",NA,0,2782000,8064,8008,56,"ROTH",1
1652,"Williams v. Runyon","97-5035","3","130 F.3d 568",1997,11,28,0,"employment","0",1,"Roth, Jane R.",3,2,1,1,1935,1,341,1,510,"Seitz, Collins J.",22270,23,6,1991,99,9999,1935,9999,99,9,0,8,880,3,22,2,1,"Roth, Jane R.",0,3,1,0,2,0,NA,1,341,2,3860,131,1,1,39,1,1,0,0,0,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,56,NA,NA,NA,NA,6,1991,NA,NA,"",1,6,31,20,181,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,13600,NA,NA,0,NA,2834000,52000,2,0,0,"03/05/03","0","","03/05/02","04/13/01","0","0","","09/11/02","","0",1,NA,NA,NA,NA,NA,NA,NA,NA,"","0",NA,NA,NA,NA,NA,NA,1991,56,44,268,167,2,0,1,2,1,1,2,1,1,2,2,0,2,0,1,0,1,2,1,2,2,2,1,0,0,1,2,2,0,2,1,1,1,2,2,1,1,0,1,1,1,2,1,0,1,1,1,2,1,0,13,14,1,56,NA,NA,NA,NA,NA,NA,1,57,43,1991,NA,"",NA,NA,NA,NA,NA,NA,NA,"102ND",1,267,165,56,44,1,0,9999,"",NA,0,2782000,8064,8008,56,"ROTH",1
1653,"Rhett v. Carnegie Ctr. Assocs.(In re Carnegie Ctr. Assocs.)","96-5566","3","129 F.3d 290",1997,10,31,0,"pregnancy","0",1,"McKee, Theodore Alexander",1,2,2,0,1947,0,343,0,397,"Higginbotham, Aloyisus Leon",23020,92,6,1994,99,9999,1947,9999,99,9,1,38,3860,3,25,1,2,"McKee, Theodore Alexander",1,NA,0,0,2,NA,1,1,343,99,3275,655,1,0,84,1,1,0,0,0,0,0,0,1,0,0,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,17,1,0,1,3,0,0,0,1,0,0,0,1,NA,NA,NA,NA,NA,6,1994,25,26,"e",3,10,528,1,524,3,5,3,31,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,4670,NA,NA,0,NA,403000,144000,3,5,5,"03/08/04","0","","03/08/03","03/13/01","0","0","","02/09/02","07/05/04","0",1,NA,NA,NA,NA,NA,NA,NA,NA,"","0",NA,NA,NA,NA,NA,NA,1994,56,44,259,176,2,0,1,2,2,1,2,1,1,1,2,0,2,0,1,0,1,2,1,2,2,2,1,0,0,1,2,2,0,2,1,1,0,2,2,1,0,1,1,1,1,2,0,0,1,1,1,2,2,0,13,14,1,47,NA,NA,NA,NA,NA,NA,0,56,44,1994,NA,"",NA,NA,NA,NA,NA,NA,NA,"103RD",0,258,176,57,43,1,0,9999,"",NA,0,259000,8052,8005,47,"MCKEE",0
1655,"EEOC v. L.B. Foster Co.","96-3469","3","123 F.3d 746",1997,8,25,0,"employment","0",1,"McKee, Theodore Alexander",3,2,2,0,1947,0,343,0,397,"Higginbotham, Aloyisus Leon",23020,92,6,1994,99,9999,1947,9999,99,9,1,38,3860,3,25,1,2,"McKee, Theodore Alexander",1,NA,0,0,2,NA,1,1,343,99,3275,655,1,0,84,1,1,0,0,0,0,0,0,1,0,0,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,17,1,0,1,3,0,0,0,1,0,0,0,1,NA,NA,NA,NA,NA,6,1994,25,26,"e",3,10,528,1,524,3,5,3,31,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,4670,NA,NA,0,NA,403000,144000,3,5,5,"03/08/04","0","","03/08/03","03/13/01","0","0","","02/09/02","07/05/04","0",1,NA,NA,NA,NA,NA,NA,NA,NA,"","0",NA,NA,NA,NA,NA,NA,1994,56,44,259,176,2,0,1,2,2,1,2,1,1,1,2,0,2,0,1,0,1,2,1,2,2,2,1,0,0,1,2,2,0,2,1,1,0,2,2,1,0,1,1,1,1,2,0,0,1,1,1,2,2,0,13,14,1,47,NA,NA,NA,NA,NA,NA,0,56,44,1994,NA,"",NA,NA,NA,NA,NA,NA,NA,"103RD",0,258,176,57,43,1,0,9999,"",NA,0,259000,8052,8005,47,"MCKEE",1
1656,"Robinson v. City of Pittsburgh","95-3594","3","120 F.3d 1286",1997,7,14,0,"employment","0",1,"Cowen, Robert E.",2,2,2,0,1930,1,308,0,129,"Hunter, James, III",2075,22,11,1987,9,1998,1930,9999,92,3,3,30,3080,3,22,1,1,"Cowen, Robert E.",0,NA,1,1,1,0,NA,1,308,5,3060,27,1,1,71,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,1,1,1,0,0,1,0,0,0,6,57,NA,NA,NA,NA,11,1987,NA,NA,"",1,2,15,7,171,5,127,2,14,1,31,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,5420,NA,NA,0,NA,-94,-94,3,0,0,"03/01/08","0","","03/01/07","08/02/02","06/04/06","06/01/10","08/02/01","06/04/04","06/01/08","3",1,NA,NA,NA,NA,NA,NA,NA,NA,"","03/01/09",NA,NA,NA,NA,NA,NA,1987,55,45,258,177,2,0,1,2,1,1,1,1,2,2,2,0,2,0,1,0,1,2,1,2,2,2,0,1,0,2,2,1,0,2,1,1,1,2,2,1,0,0,1,1,1,2,1,0,1,0,1,2,1,0,13,14,2,57,NA,NA,NA,NA,NA,NA,1,55,45,1987,1998,"105TH",1,207,227,45,55,1,NA,"100TH",1,258,177,55,45,0,0,1998,"105TH",1,0,0,68,11,57,"COWEN",1
1657,"Knabe v. Boury Corp.","95-3614","3","114 F.3d 407",1997,5,29,0,"employment","0",1,"Mansmann, Carol Los",1,4,1,1,1942,1,322,3,371,"New Seat",8220,22,4,1985,3,2002,1942,2002,93,1,0,38,3870,3,22,2,1,"Mansmann, Carol Los",0,3,1,0,2,0,NA,1,322,4,3870,29,0,1,29,0,1,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,1,1,1,0,0,0,1,0,0,0,9,43,NA,NA,NA,NA,4,1985,NA,NA,"",1,3,30,4,31,6,155,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA,0,NA,NA,NA,3,0,0,"03/11/01","0","","","02/04/06","0","07/04/05","02/04/05","07/04/06","07/04/03","02/04/07",1,NA,NA,NA,NA,NA,NA,NA,NA,"","03/11/02",NA,NA,NA,NA,NA,NA,1985,47,53,253,182,1,0,1,2,1,1,1,1,1,1,2,0,2,0,1,0,1,2,1,2,2,2,0,1,1,2,2,0,0,2,1,1,0,1,2,1,0,0,1,1,0,2,1,0,1,0,0,2,1,0,13,14,0,43,NA,NA,NA,NA,NA,NA,1,53,47,1985,2002,"107TH",3,212,221,50,50,2,1,"99TH",2,253,182,47,53,0,0,2002,"107TH",3,0,NA,60,17,43,"MANSMANN",0
1658,"Rush v. Scott Specialty Gases","96-1606","3","113 F.3d 476",1997,5,14,0,"employment","0",1,"Alito, Samuel A., Jr.",1,2,1,0,1950,1,340,1,8,"Gibbons, John J.",127,23,4,1990,99,9999,1950,9999,99,9,0,30,3060,3,25,1,1,"Alito, Samuel A., Jr.",0,3,0,0,2,0,NA,1,340,4,3080,111,0,1,99,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,6,0,0,0,0,0,0,0,1,40,NA,NA,NA,NA,4,1990,NA,NA,"",6,3,9,2,7,4,5,4,167,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3470,NA,NA,0,NA,1873405,501786,2,0,0,"03/04/05","0","","03/04/04","01/01/06","03/06/04","09/14/02","01/01/05","03/06/02","","01/01/07",1,NA,NA,NA,NA,NA,NA,NA,NA,"","0",NA,NA,NA,NA,NA,NA,1990,55,45,260,175,2,0,1,2,1,1,2,1,1,2,2,0,2,0,1,0,1,2,1,2,2,2,0,0,0,1,2,2,0,2,1,1,1,2,2,1,0,0,1,1,1,2,1,0,1,1,1,2,1,0,13,14,2,40,NA,NA,NA,NA,NA,NA,0,55,45,1990,NA,"",NA,NA,NA,NA,NA,NA,NA,"101ST",1,260,175,55,45,0,0,9999,"",NA,0,1371619,8049,8009,40,"ALITO",0
1659,"Azzaro v. County of Allegheny","95-3253","3","110 F.3d 968",1997,4,11,0,"employment","1",1,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1660,"Great Western Mortg. Corp. v. Peacock","96-5273","3","110 F.3d 222",1997,4,3,0,"employment","0",1,"Roth, Jane R.",1,2,1,1,1935,1,341,1,510,"Seitz, Collins J.",22270,23,6,1991,99,9999,1935,9999,99,9,0,8,880,3,22,2,1,"Roth, Jane R.",0,3,1,0,2,0,NA,1,341,2,3860,131,1,1,39,1,1,0,0,0,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,56,NA,NA,NA,NA,6,1991,NA,NA,"",1,6,31,20,181,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,13600,NA,NA,0,NA,2834000,52000,2,0,0,"03/05/03","0","","03/05/02","04/13/01","0","0","","09/11/02","","0",1,NA,NA,NA,NA,NA,NA,NA,NA,"","0",NA,NA,NA,NA,NA,NA,1991,56,44,268,167,2,0,1,2,1,1,2,1,1,2,2,0,2,0,1,0,1,2,1,2,2,2,1,0,0,1,2,2,0,2,1,1,1,2,2,1,1,0,1,1,1,2,1,0,1,1,1,2,1,0,13,14,1,56,NA,NA,NA,NA,NA,NA,1,57,43,1991,NA,"",NA,NA,NA,NA,NA,NA,NA,"102ND",1,267,165,56,44,1,0,9999,"",NA,0,2782000,8064,8008,56,"ROTH",0
1661,"Kachmar v. Sungard Data Sys.","96-1119","3","109 F.3d 173",1997,3,26,0,"employment","0",1,"Cowen, Robert E.",3,2,2,0,1930,1,308,0,129,"Hunter, James, III",2075,22,11,1987,9,1998,1930,9999,92,3,3,30,3080,3,22,1,1,"Cowen, Robert E.",0,NA,1,1,1,0,NA,1,308,5,3060,27,1,1,71,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,1,1,1,0,0,1,0,0,0,6,57,NA,NA,NA,NA,11,1987,NA,NA,"",1,2,15,7,171,5,127,2,14,1,31,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,5420,NA,NA,0,NA,-94,-94,3,0,0,"03/01/08","0","","03/01/07","08/02/02","06/04/06","06/01/10","08/02/01","06/04/04","06/01/08","3",1,NA,NA,NA,NA,NA,NA,NA,NA,"","03/01/09",NA,NA,NA,NA,NA,NA,1987,55,45,258,177,2,0,1,2,1,1,1,1,2,2,2,0,2,0,1,0,1,2,1,2,2,2,0,1,0,2,2,1,0,2,1,1,1,2,2,1,0,0,1,1,1,2,1,0,1,0,1,2,1,0,13,14,2,57,NA,NA,NA,NA,NA,NA,1,55,45,1987,1998,"105TH",1,207,227,45,55,1,NA,"100TH",1,258,177,55,45,0,0,1998,"105TH",1,0,0,68,11,57,"COWEN",1
1662,"Hertz Corp. v. NLRB","95-3621","3","105 F.3d 868",1997,1,28,0,"employment","0",1,"Roth, Jane R.",1,2,1,1,1935,1,341,1,510,"Seitz, Collins J.",22270,23,6,1991,99,9999,1935,9999,99,9,0,8,880,3,22,2,1,"Roth, Jane R.",0,3,1,0,2,0,NA,1,341,2,3860,131,1,1,39,1,1,0,0,0,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,56,NA,NA,NA,NA,6,1991,NA,NA,"",1,6,31,20,181,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,13600,NA,NA,0,NA,2834000,52000,2,0,0,"03/05/03","0","","03/05/02","04/13/01","0","0","","09/11/02","","0",1,NA,NA,NA,NA,NA,NA,NA,NA,"","0",NA,NA,NA,NA,NA,NA,1991,56,44,268,167,2,0,1,2,1,1,2,1,1,2,2,0,2,0,1,0,1,2,1,2,2,2,1,0,0,1,2,2,0,2,1,1,1,2,2,1,1,0,1,1,1,2,1,0,1,1,1,2,1,0,13,14,1,56,NA,NA,NA,NA,NA,NA,1,57,43,1991,NA,"",NA,NA,NA,NA,NA,NA,NA,"102ND",1,267,165,56,44,1,0,9999,"",NA,0,2782000,8064,8008,56,"ROTH",0
1663,"Mints v. Educational Testing Serv.","96-5067","3","99 F.3d 1253",1996,11,14,0,"employment","0",1,"Greenberg, Morton I.",1,3,2,0,1933,1,315,1,229,"Garth, Leonard I.",3855,22,3,1987,6,2000,1933,9999,92,3,0,30,3080,3,25,1,1,"Greenberg, Morton I.",0,NA,0,0,1,0,NA,1,315,5,3860,68,1,1,99,1,1,0,0,0,0,0,0,1,0,0,14,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,3,0,0,0,0,0,0,0,21,54,NA,NA,NA,NA,3,1987,NA,NA,"",3,11,4,3,123,2,31,11,127,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3390,NA,NA,0,NA,906437,44231,1,0,0,"03/07/04","0","","03/07/03","03/03/01","03/03/05","09/11/03","","03/03/03","09/11/01","03/03/02",1,NA,NA,NA,NA,NA,NA,NA,NA,"","03/07/05",NA,NA,NA,NA,NA,NA,1987,55,45,258,177,2,0,1,2,1,1,1,1,2,2,2,0,2,0,1,0,1,2,1,2,2,2,0,1,0,2,2,1,0,2,1,1,1,2,2,1,0,0,1,1,1,2,1,0,1,0,1,2,1,0,13,14,2,54,NA,NA,NA,NA,NA,NA,0,55,45,1987,2000,"106TH",1,211,223,45,55,1,NA,"100TH",1,258,177,55,45,0,0,2000,"106TH",1,0,862206,67,13,54,"GREENBERG",0
1664,"Sheridan v. E.I. Dupont de Nemours & Co.","94-7509","3","100 F.3d 1061",1996,11,14,0,"employment","1",1,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
